Páratartalom [%]	D1	D2	D3	D4	D5	D6	D7	D8	L1	L2	L3	L4	L5	L6	L7	L8	Méretszám	Idő különbség [perc]	Megerősített?
71	0	0	61	4501	90	0	7	4	4501	90	61	7	4	0	0	0	4663	3	1
71	0	1	46	1001	2068	0	0	0	2068	1001	46	1	0	0	0	0	3116	4,4	1
71	0	0	0	2295	1091	0	0	0	2295	1091	0	0	0	0	0	0	3386	2,4	1
71	0	0	0	0	411	2173	2138	0	2173	2138	411	0	0	0	0	0	4722	10,7	1
79	0	0	303	1827	0	0	0	0	1827	303	0	0	0	0	0	0	2130	4,4	1
79	0	0	0	1237	0	0	0	0	1237	0	0	0	0	0	0	0	1237	5,2	1
71	0	2570	2413	0	0	1	3	1	2570	2413	3	1	1	0	0	0	4988	1,5	1
79	0	0	2287	77	0	0	0	1	2287	77	1	0	0	0	0	0	2365	1,7	1
71	0	0	2424	781	0	0	3	3	2424	781	3	3	0	0	0	0	3211	4,2	1
79	0	2256	2610	120	18	19	19	8	2610	2256	120	19	19	18	8	0	5050	1,5	1
79	3	3	3	0	1609	625	0	0	1609	625	3	3	3	0	0	0	2243	9,4	1
71	2	0	0	0	1230	1011	0	0	1230	1011	2	0	0	0	0	0	2243	2,2	1
71	0	0	0	1868	3780	0	0	0	3780	1868	0	0	0	0	0	0	5648	1,1	1
71	0	0	0	0	3138	1924	0	0	3138	1924	0	0	0	0	0	0	5062	2,3	1
71	0	24	11	0	56	994	2765	1898	2765	1898	994	56	24	11	0	0	5748	7	1
79	0	0	5	2176	0	0	2	0	2176	5	2	0	0	0	0	0	2183	15,9	1
71	0	0	0	0	1591	4295	0	0	4295	1591	0	0	0	0	0	0	5886	7,8	1
71	2	1	0	0	2324	0	0	2	2324	2	2	1	0	0	0	0	2329	4,1	1
79	0	0	0	828	3226	269	0	0	3226	828	269	0	0	0	0	0	4323	29,4	1
70	70	254	447	857	1355	1615	840	325	1615	1355	857	840	447	325	254	70	5763	10,2	0
71	0	0	0	0	0	1635	4044	0	4044	1635	0	0	0	0	0	0	5679	1,1	1
71	0	0	2427	1462	0	0	0	0	2427	1462	0	0	0	0	0	0	3889	1	1
71	0	0	0	0	2630	182	0	7	2630	182	7	0	0	0	0	0	2819	4,6	1
70	14	247	973	1784	464	31	16	15	1784	973	464	247	31	16	15	14	3544	27	0
78	0	0	10	45	1269	299	0	0	1269	299	45	10	0	0	0	0	1623	23	1
70	0	0	0	0	2438	1780	0	0	2438	1780	0	0	0	0	0	0	4218	1,3	1
70	90	437	820	1669	700	156	43	13	1669	820	700	437	156	90	43	13	3928	2,9	0
70	14	91	376	1082	2135	985	324	34	2135	1082	985	376	324	91	34	14	5041	6,8	0
79	0	0	1	0	986	1931	0	0	1931	986	1	0	0	0	0	0	2918	12,7	1
70	249	715	1324	1382	451	98	24	17	1382	1324	715	451	249	98	24	17	4260	3,7	0
70	957	1838	2003	1468	758	190	104	39	2003	1838	1468	957	758	190	104	39	7357	14,6	0
79	1017	1502	91	23	18	17	19	8	1502	1017	91	23	19	18	17	8	2695	10,7	1
70	21	123	334	592	1590	342	104	15	1590	592	342	334	123	104	21	15	3121	4,8	0
79	0	0	1700	0	0	2	3	1	1700	3	2	1	0	0	0	0	1706	2,1	1
79	0	2	0	925	1272	0	0	0	1272	925	2	0	0	0	0	0	2199	3,8	1
70	123	223	243	720	2501	1053	260	147	2501	1053	720	260	243	223	147	123	5270	2	0
70	54	422	1094	2070	2960	1564	675	118	2960	2070	1564	1094	675	422	118	54	8957	2	0
79	0	0	246	1818	1338	0	4	0	1818	1338	246	4	0	0	0	0	3406	3,3	1
70	610	806	2510	2401	662	411	339	174	2510	2401	806	662	610	411	339	174	7913	7,3	0
79	0	0	5	52	1550	459	0	0	1550	459	52	5	0	0	0	0	2066	3,3	1
79	0	2408	919	0	0	0	0	0	2408	919	0	0	0	0	0	0	3327	33,3	1
70	0	3	1	0	502	2016	878	0	2016	878	502	3	1	0	0	0	3400	14	1
70	0	0	0	3120	795	0	0	0	3120	795	0	0	0	0	0	0	3915	4,3	1
70	0	0	682	2455	0	0	0	0	2455	682	0	0	0	0	0	0	3137	10,6	1
67	0	1	0	377	2890	1530	0	0	2890	1530	377	1	0	0	0	0	4798	5,6	1
78	0	10	2204	862	12	5	4	2	2204	862	12	10	5	4	2	0	3099	4,6	1
66	0	0	4312	0	0	6	6	4	4312	6	6	4	0	0	0	0	4328	16,1	1
78	0	0	0	100	2095	1178	0	0	2095	1178	100	0	0	0	0	0	3373	17,9	1
68	0	0	0	4408	0	0	0	0	4408	0	0	0	0	0	0	0	4408	2	1
68	27	81	191	374	821	492	1513	898	1513	898	821	492	374	191	81	27	4397	20,3	0
79	0	0	16	2182	160	0	0	0	2182	160	16	0	0	0	0	0	2358	24	1
67	12	46	177	475	1157	577	244	42	1157	577	475	244	177	46	42	12	2730	2,5	0
67	0	0	0	323	4165	2180	0	0	4165	2180	323	0	0	0	0	0	6668	2	1
67	0	0	0	0	0	3183	0	0	3183	0	0	0	0	0	0	0	3183	5	1
79	0	0	2859	1047	0	0	0	0	2859	1047	0	0	0	0	0	0	3906	3,1	1
79	0	0	0	2864	328	1	0	3	2864	328	3	1	0	0	0	0	3196	9,5	1
66	8	124	552	1590	795	58	13	15	1590	795	552	124	58	15	13	8	3155	6,3	0
67	0	0	0	0	2083	484	0	0	2083	484	0	0	0	0	0	0	2567	8,6	1
79	45	2039	2011	20	0	0	0	0	2039	2011	45	20	0	0	0	0	4115	5,3	1
78	37	78	184	254	508	1791	1242	52	1791	1242	508	254	184	78	52	37	4146	19,6	0
66	1498	1771	1958	2107	2159	2032	1926	1647	2159	2107	2032	1958	1926	1771	1647	1498	15098	17,5	0
66	489	734	1651	2771	758	447	299	116	2771	1651	758	734	489	447	299	116	7265	36,7	0
78	0	0	40	9	142	1774	720	0	1774	720	142	40	9	0	0	0	2685	7,9	0
79	0	0	0	0	0	2862	14	0	2862	14	0	0	0	0	0	0	2876	8,2	1
79	0	0	3	2	305	2195	974	0	2195	974	305	3	2	0	0	0	3479	9,4	1
79	0	2529	2798	0	0	0	0	0	2798	2529	0	0	0	0	0	0	5327	2	1
78	846	1434	99	34	16	8	13	6	1434	846	99	34	16	13	8	6	2456	6,9	1
78	0	0	232	2582	2748	70	0	0	2748	2582	232	70	0	0	0	0	5632	13,2	1
65	0	0	0	2220	1933	0	9	5	2220	1933	9	5	0	0	0	0	4167	5,5	1
66	52	513	1297	2822	1748	1099	263	45	2822	1748	1297	1099	513	263	52	45	7839	5,3	0
66	35	78	197	609	1620	1253	2477	1094	2477	1620	1253	1094	609	197	78	35	7363	17,8	0
79	0	0	36	1003	1734	0	0	0	1734	1003	36	0	0	0	0	0	2773	20,9	1
65	18	77	329	760	1688	1082	354	41	1688	1082	760	354	329	77	41	18	4349	5,6	0
78	658	0	139	1546	0	0	0	0	1546	658	139	0	0	0	0	0	2343	8,4	0
66	27	38	107	282	510	901	1135	853	1135	901	853	510	282	107	38	27	3853	1,3	0
66	295	584	638	745	1497	2710	933	694	2710	1497	933	745	694	638	584	295	8096	7,2	0
78	0	0	0	0	941	1785	9	0	1785	941	9	0	0	0	0	0	2735	23,2	1
66	43	106	257	600	1660	1236	2014	2787	2787	2014	1660	1236	600	257	106	43	8703	9,8	0
66	3	12	46	133	294	2166	301	67	2166	301	294	133	67	46	12	3	3022	5,2	0
66	0	0	0	18	3865	4	0	0	3865	18	4	0	0	0	0	0	3887	1,4	1
66	226	385	476	639	769	1835	1800	1427	1835	1800	1427	769	639	476	385	226	7557	15,4	0
78	0	1154	807	20	11	9	10	0	1154	807	20	11	10	9	0	0	2011	12	1
66	0	0	0	2131	1692	3	16	1	2131	1692	16	3	1	0	0	0	3843	9,8	1
