Páratartalom [%]	D1	D2	D3	D4	D5	D6	D7	D8	L1	L2	L3	L4	L5	L6	L7	L8	Méretszám	Idő különbség [perc]	Megerősített?
226	2299	2057	2024	2013	2009	2355	2229	2064	2355	2299	2229	2064	2057	2024	2013	2009	17050	48401,5	
52	0	0	41	2674	702	0	0	2	2674	702	41	2	0	0	0	0	3419	76,7	0
53	0	0	7	321	2904	397	0	0	2904	397	321	7	0	0	0	0	3629	99	0
52	0	615	1275	0	0	1	0	1	1275	615	1	1	0	0	0	0	1892	43,3	0
51	699	866	1003	1039	1153	1013	1302	1191	1302	1191	1153	1039	1013	1003	866	699	8266	45,3	0
51	1391	1347	1280	1230	1191	1333	1444	1470	1470	1444	1391	1347	1333	1280	1230	1191	10686	25,6	0
50	65	184	1717	1721	137	35	69	85	1721	1717	184	137	85	69	65	35	4013	5,3	0
50	1276	1877	1269	1593	1561	739	500	174	1877	1593	1561	1276	1269	739	500	174	8989	13,6	0
50	494	690	1653	2601	802	630	550	323	2601	1653	802	690	630	550	494	323	7743	12,6	0
49	1430	1771	1838	1866	1855	1757	1616	1389	1866	1855	1838	1771	1757	1616	1430	1389	13522	25,9	0
48	632	930	882	1327	2019	1566	1317	951	2019	1566	1327	1317	951	930	882	632	9624	4,9	0
48	1216	1463	1496	1408	1343	1216	1128	984	1496	1463	1408	1343	1216	1216	1128	984	10254	1278,1	0
54	0	0	0	1640	0	0	0	0	1640	0	0	0	0	0	0	0	1640	35,4	1
54	0	0	0	2649	0	0	0	0	2649	0	0	0	0	0	0	0	2649	9,4	1
54	4	7	7	9	16	10	1779	0	1779	16	10	9	7	7	4	0	1832	690	1
53	4	5	7	8	5	2	2003	269	2003	269	8	7	5	5	4	2	2303	48,4	0
53	0	1	2	2406	1068	10	2	3	2406	1068	10	3	2	2	1	0	3492	338,6	0
52	2	1	3	3	1	4	1	1482	1482	4	3	3	2	1	1	1	1497	2,9	0
52	4	4	5	6	5	3	1904	313	1904	313	6	5	5	4	4	3	2244	4,9	0
52	0	0	3472	269	1	2	2	1	3472	269	2	2	1	1	0	0	3747	112	0
52	5	8	8	9	3	137	3733	0	3733	137	9	8	8	5	3	0	3903	12,5	0
52	2	2	1	3	1325	2935	282	0	2935	1325	282	3	2	2	1	0	4550	5,2	0
52	2	1	3	4	5	79	1822	923	1822	923	79	5	4	3	2	1	2839	7,6	1
52	0	1	3	8	1159	2742	871	0	2742	1159	871	8	3	1	0	0	4784	11,1	0
52	3	0	1	0	0	1258	2774	14	2774	1258	14	3	1	0	0	0	4050	54,5	1
52	169	2474	882	24	0	0	0	0	2474	882	169	24	0	0	0	0	3549	16,9	0
52	0	0	0	0	238	4349	0	0	4349	238	0	0	0	0	0	0	4587	2,5	1
52	0	0	0	0	0	0	1870	1837	1870	1837	0	0	0	0	0	0	3707	4,1	1
52	13	44	282	864	2090	1205	438	46	2090	1205	864	438	282	46	44	13	4982	24,3	0
52	803	2525	1855	2460	1963	418	145	46	2525	2460	1963	1855	803	418	145	46	10215	12,5	0
52	1823	2237	2366	2386	2404	2295	2126	1921	2404	2386	2366	2295	2237	2126	1921	1823	17558	16,4	0
52	0	1	0	0	1611	0	0	0	1611	1	0	0	0	0	0	0	1612	21,9	1
52	25	1504	1	2	1	1	4	7	1504	25	7	4	2	1	1	1	1545	10,7	1
52	61	281	541	1115	2703	1766	1029	344	2703	1766	1115	1029	541	344	281	61	7840	8,2	0
52	11	0	9	19	2521	130	0	5	2521	130	19	11	9	5	0	0	2695	17,3	1
52	0	0	0	1449	0	0	0	0	1449	0	0	0	0	0	0	0	1449	42,6	1
51	9	0	0	0	2376	0	0	0	2376	9	0	0	0	0	0	0	2385	10,9	1
51	315	867	1251	1409	1290	1159	723	255	1409	1290	1251	1159	867	723	315	255	7269	16,9	0
51	0	0	0	0	257	2473	1067	0	2473	1067	257	0	0	0	0	0	3797	35,4	0
50	1150	1387	1497	1547	1553	1484	1405	1161	1553	1547	1497	1484	1405	1387	1161	1150	11184	29,9	0
50	472	565	604	586	568	531	503	441	604	586	568	565	531	503	472	441	4270	18,3	0
50	25	58	67	85	371	879	979	685	979	879	685	371	85	67	58	25	3149	2,3	0
50	1380	1844	1780	1538	1454	1359	1199	1016	1844	1780	1538	1454	1380	1359	1199	1016	11570	2,3	0
50	2180	1296	917	228	24	22	15	11	2180	1296	917	228	24	22	15	11	4693	2,1	0
50	1156	1437	1719	1863	1829	1654	1403	918	1863	1829	1719	1654	1437	1403	1156	918	11979	1017,3	0
54	3	1	1383	965	16	5	3	4	1383	965	16	5	4	3	3	1	2380	42,8	1
53	2	8	11	12	9	386	2033	2	2033	386	12	11	9	8	2	2	2463	13,3	1
53	0	5	502	2670	86	0	0	2	2670	502	86	5	2	0	0	0	3265	70,4	1
53	0	0	0	301	2770	1054	0	0	2770	1054	301	0	0	0	0	0	4125	5,5	1
53	0	0	134	3025	1339	9	0	0	3025	1339	134	9	0	0	0	0	4507	2,5	0
53	1077	881	393	145	37	16	13	11	1077	881	393	145	37	16	13	11	2573	1,2	0
53	210	469	638	947	2274	1316	675	321	2274	1316	947	675	638	469	321	210	6850	1,2	0
53	112	285	412	589	1808	1297	370	173	1808	1297	589	412	370	285	173	112	5046	3,3	0
53	218	753	1312	1844	1362	655	300	53	1844	1362	1312	753	655	300	218	53	6497	5,7	0
53	0	0	0	0	1645	397	0	0	1645	397	0	0	0	0	0	0	2042	40,3	1
53	0	0	0	2647	0	0	0	0	2647	0	0	0	0	0	0	0	2647	19,3	1
53	17	103	207	320	727	1702	1172	2253	2253	1702	1172	727	320	207	103	17	6501	20,5	0
53	2161	2296	2314	2298	2307	2338	2401	2400	2401	2400	2338	2314	2307	2298	2296	2161	18515	72	0
51	2	0	2	0	2203	2392	0	0	2392	2203	2	2	0	0	0	0	4599	7,5	1
51	236	794	1299	2097	2451	2128	2305	987	2451	2305	2128	2097	1299	987	794	236	12297	1,8	0
51	223	457	543	1094	2737	1108	489	254	2737	1108	1094	543	489	457	254	223	6905	5,8	0
51	3	7	0	0	1295	0	0	4	1295	7	4	3	0	0	0	0	1309	10,8	1
51	183	468	637	998	1376	1542	1782	1198	1782	1542	1376	1198	998	637	468	183	8184	26	0
50	1467	1521	1513	1512	1500	1552	1639	1600	1639	1600	1552	1521	1513	1512	1500	1467	12304	54,5	0
50	3	0	0	0	0	2836	0	0	2836	3	0	0	0	0	0	0	2839	1,3	1
51	0	0	0	0	0	1284	0	0	1284	0	0	0	0	0	0	0	1284	12,1	1
50	0	0	163	2965	0	0	0	0	2965	163	0	0	0	0	0	0	3128	58,9	1
51	0	0	2114	25	0	6	4	4	2114	25	6	4	4	0	0	0	2153	962,3	1
55	0	1002	1996	0	1	1	3	3	1996	1002	3	3	1	1	0	0	3006	15	1
55	100	1646	1440	2	3	4	1	3	1646	1440	100	4	3	3	2	1	3199	63	1
55	2	0	0	1982	1	0	5	2	1982	5	2	2	1	0	0	0	1992	30,8	1
55	8	0	164	2970	163	39	19	11	2970	164	163	39	19	11	8	0	3374	51	0
54	0	0	0	249	3038	137	0	0	3038	249	137	0	0	0	0	0	3424	22,7	0
55	60	167	191	373	544	1167	2020	1236	2020	1236	1167	544	373	191	167	60	5758	40	0
54	1107	1249	1966	1057	708	440	395	260	1966	1249	1107	1057	708	440	395	260	7182	2	0
54	55	364	765	1428	2237	983	392	70	2237	1428	983	765	392	364	70	55	6294	8	0
54	0	0	0	797	3895	0	0	0	3895	797	0	0	0	0	0	0	4692	56,9	1
53	1145	1415	1624	1658	1944	1667	1725	1555	1944	1725	1667	1658	1624	1555	1415	1145	12733	16,6	0
54	1436	1799	2050	2118	2234	1940	2023	1769	2234	2118	2050	2023	1940	1799	1769	1436	15369	12,7	0
53	0	0	0	1882	100	0	0	0	1882	100	0	0	0	0	0	0	1982	19,3	1
53	5	1	0	2759	0	0	0	0	2759	5	1	0	0	0	0	0	2765	40,7	1
53	1044	1283	1378	1310	1220	1097	976	840	1378	1310	1283	1220	1097	1044	976	840	9148	17,8	0
52	0	0	0	0	0	1542	0	0	1542	0	0	0	0	0	0	0	1542	77,7	1
53	0	0	0	2818	0	0	0	0	2818	0	0	0	0	0	0	0	2818	1165,4	1
57	0	1536	0	0	0	0	0	3	1536	3	0	0	0	0	0	0	1539	318,8	1
55	3	9	0	10	14	6	2052	2056	2056	2052	14	10	9	6	3	0	4150	1232,8	1
55	1497	1711	1519	1458	1418	1674	1825	1992	1992	1825	1711	1674	1519	1497	1458	1418	13094	359,5	0
58	6	5	9	9	6	1	1	2717	2717	9	9	6	6	5	1	1	2754	110,6	0
57	2	5	6	5	2	0	0	2814	2814	6	5	5	2	2	0	0	2834	3,7	0
57	5	8	9	8	6	1	0	2878	2878	9	8	8	6	5	1	0	2915	2,3	0
57	4	4	2	6	5	3	4	2403	2403	6	5	4	4	4	3	2	2431	2,9	0
57	5	4	5	2	4	0	0	2365	2365	5	5	4	4	2	0	0	2385	5,7	0
58	2	2	5	4	4	0	2586	53	2586	53	5	4	4	2	2	0	2656	14,6	0
58	3	4	5	4	6	0	2586	139	2586	139	6	5	4	4	3	0	2747	7,1	0
57	4	6	6	6	5	0	2568	6	2568	6	6	6	6	5	4	0	2601	11,2	0
57	6	4	6	10	5	0	2588	6	2588	10	6	6	6	5	4	0	2625	2,6	0
57	4	3	3	6	6	0	2573	11	2573	11	6	6	4	3	3	0	2606	1,4	0
57	4	5	7	10	6	0	2619	0	2619	10	7	6	5	4	0	0	2651	1,2	0
57	4	3	5	5	4	0	2519	2	2519	5	5	4	4	3	2	0	2542	1,7	0
57	4	5	5	8	5	0	2614	1	2614	8	5	5	5	4	1	0	2642	1	0
57	3	5	5	6	4	0	2631	0	2631	6	5	5	4	3	0	0	2654	1,1	0
57	3	3	6	7	5	0	2635	0	2635	7	6	5	3	3	0	0	2659	2,1	0
57	4	4	7	8	5	0	2624	10	2624	10	8	7	5	4	4	0	2662	2,6	0
57	3	4	7	9	7	0	2515	0	2515	9	7	7	4	3	0	0	2545	1,5	0
57	2	2	4	3	0	0	2210	0	2210	4	3	2	2	0	0	0	2221	620,2	0
57	1	3	1	3	1	0	351	2217	2217	351	3	3	1	1	1	0	2577	38,2	0
57	2	2	1	0	196	2799	0	0	2799	196	2	2	1	0	0	0	3000	3,3	0
57	0	5	2727	3149	133	1	2	4	3149	2727	133	5	4	2	1	0	6021	5,8	0
57	2	1	1	0	554	4251	93	0	4251	554	93	2	1	1	0	0	4902	42,5	0
57	0	0	26	2851	13	0	0	0	2851	26	13	0	0	0	0	0	2890	17,9	0
57	0	0	0	0	466	3607	4257	11	4257	3607	466	11	0	0	0	0	8341	22,5	0
57	0	0	2993	237	0	2	9	6	2993	237	9	6	2	0	0	0	3247	3,5	0
57	7	3	0	0	4009	0	0	4	4009	7	4	3	0	0	0	0	4023	3,9	1
57	0	0	0	3289	0	0	0	0	3289	0	0	0	0	0	0	0	3289	92,7	1
57	24	26	33	62	662	635	1040	108	1040	662	635	108	62	33	26	24	2590	22,3	0
57	0	0	213	4658	699	0	0	0	4658	699	213	0	0	0	0	0	5570	46,5	1
58	0	9	8	0	0	566	2614	809	2614	809	566	9	8	0	0	0	4006	20,8	1
57	14	48	99	191	410	1527	1033	470	1527	1033	470	410	191	99	48	14	3792	2,5	0
57	22	61	89	134	420	1119	1733	638	1733	1119	638	420	134	89	61	22	4216	11,6	0
57	27	363	1679	879	72	46	69	66	1679	879	363	72	69	66	46	27	3201	4,1	0
57	13	18	9	14	133	1355	1433	572	1433	1355	572	133	18	14	13	9	3547	1,2	1
57	0	0	0	0	1100	3655	0	0	3655	1100	0	0	0	0	0	0	4755	13,8	1
57	1870	0	0	0	1	1	1	3	1870	3	1	1	1	0	0	0	1876	71,3	1
59	0	0	0	3557	1369	3	4	4	3557	1369	4	4	3	0	0	0	4937	94,4	1
59	0	0	0	3669	0	0	4	4	3669	4	4	0	0	0	0	0	3677	1193	1
56	0	0	0	2042	106	5	1	5	2042	106	5	5	1	0	0	0	2159	1217,5	1
54	0	0	0	173	2507	2105	111	0	2507	2105	173	111	0	0	0	0	4896	191,8	1
49	0	0	1	2037	2033	2032	2038	2035	2038	2037	2035	2033	2032	1	0	0	10176	91,2	0
50	1731	1960	1991	1987	1856	1621	1467	1212	1991	1987	1960	1856	1731	1621	1467	1212	13825	1,2	0
50	1680	1768	1874	2067	1940	1899	1817	1699	2067	1940	1899	1874	1817	1768	1699	1680	14744	3,7	0
50	1906	2047	2047	1950	1640	1460	1316	1102	2047	2047	1950	1906	1640	1460	1316	1102	13468	1	0
50	2215	2285	2180	2020	2031	2031	2018	1769	2285	2215	2180	2031	2031	2020	2018	1769	16549	1,6	0
51	67	89	303	1594	1635	979	1088	367	1635	1594	1088	979	367	303	89	67	6122	1,2	0
51	0	4	5	1	2044	2052	2054	2044	2054	2052	2044	2044	5	4	1	0	8204	1,3	0
51	2148	2453	2111	2479	2363	2383	2052	1858	2479	2453	2383	2363	2148	2111	2052	1858	17847	4,2	0
51	8	18	48	1044	1222	96	97	42	1222	1044	97	96	48	42	18	8	2575	10,8	0
52	2741	1544	1518	856	525	268	300	168	2741	1544	1518	856	525	300	268	168	7920	1,2	0
52	2512	2660	2786	2748	2580	1856	2081	1258	2786	2748	2660	2580	2512	2081	1856	1258	18481	11,6	0
52	617	392	1014	1389	827	322	178	81	1389	1014	827	617	392	322	178	81	4820	7	0
52	2118	2257	2721	2370	1825	1184	1308	818	2721	2370	2257	2118	1825	1308	1184	818	14601	1,1	0
52	44	336	1319	1931	787	206	70	16	1931	1319	787	336	206	70	44	16	4709	7,1	0
52	1039	1760	2275	1052	271	81	79	37	2275	1760	1052	1039	271	81	79	37	6594	46,5	0
54	56	164	229	381	534	864	617	372	864	617	534	381	372	229	164	56	3217	52,6	0
51	25	36	86	128	1513	524	683	140	1513	683	524	140	128	86	36	25	3135	1,1	0
51	69	94	251	348	2602	991	992	122	2602	992	991	348	251	122	94	69	5469	195,7	0
54	1067	1385	1562	1574	1620	1347	1329	1164	1620	1574	1562	1385	1347	1329	1164	1067	11048	143,4	0
53	50	135	175	225	392	520	1078	928	1078	928	520	392	225	175	135	50	3503	59,9	0
52	333	393	581	632	604	523	519	432	632	604	581	523	519	432	393	333	4017	14,8	0
52	481	565	747	1351	1168	1128	883	724	1351	1168	1128	883	747	724	565	481	7047	1,2	0
52	555	734	1030	1385	1304	1192	1049	859	1385	1304	1192	1049	1030	859	734	555	8108	17,2	0
52	632	910	1058	1794	1559	1479	1297	1202	1794	1559	1479	1297	1202	1058	910	632	9931	15,7	0
53	6	29	212	761	1956	1043	245	23	1956	1043	761	245	212	29	23	6	4275	16,4	0
53	227	330	400	614	584	546	491	413	614	584	546	491	413	400	330	227	3605	33,3	0
53	76	299	619	1429	1055	311	125	23	1429	1055	619	311	299	125	76	23	3937	25,7	0
56	1959	582	65	18	14	16	12	7	1959	582	65	18	16	14	12	7	2673	1,3	0
56	572	730	1286	1267	1358	1060	1086	766	1358	1286	1267	1086	1060	766	730	572	8125	38,6	0
53	65	383	717	1199	2291	982	479	96	2291	1199	982	717	479	383	96	65	6212	28,1	0
55	0	0	743	2714	15	0	0	0	2714	743	15	0	0	0	0	0	3472	8,2	1
61	1821	1345	869	70	1	3	0	3	1821	1345	869	70	3	3	1	0	4112	1047,5	0
55	0	0	0	62	4346	0	0	0	4346	62	0	0	0	0	0	0	4408	847	1
56	0	0	69	2840	829	0	0	1	2840	829	69	1	0	0	0	0	3739	88,9	1
55	0	0	2582	756	0	0	0	0	2582	756	0	0	0	0	0	0	3338	11,6	1
56	0	0	0	0	2151	2829	596	30	2829	2151	596	30	0	0	0	0	5606	22,7	1
56	0	0	0	0	0	0	3377	1377	3377	1377	0	0	0	0	0	0	4754	120,3	1
53	1821	1624	1657	968	321	42	23	15	1821	1657	1624	968	321	42	23	15	6471	10,9	0
54	1718	1249	1046	438	128	50	52	25	1718	1249	1046	438	128	52	50	25	4706	13,6	0
54	1232	1341	1557	1323	1066	753	870	551	1557	1341	1323	1232	1066	870	753	551	8693	5,7	0
54	111	629	1686	1913	796	268	114	31	1913	1686	796	629	268	114	111	31	5548	6,2	0
54	317	669	1825	2123	1441	946	787	436	2123	1825	1441	946	787	669	436	317	8544	12,7	0
55	247	491	647	881	971	1337	1271	907	1337	1271	971	907	881	647	491	247	6752	10,6	0
53	492	691	1797	1948	1923	1455	1479	1050	1948	1923	1797	1479	1455	1050	691	492	10835	207,7	0
55	140	298	440	633	1345	1278	941	690	1345	1278	941	690	633	440	298	140	5765	43,7	0
53	431	1099	1445	1942	1212	678	329	84	1942	1445	1212	1099	678	431	329	84	7220	16,6	0
54	115	356	665	1713	1350	724	385	83	1713	1350	724	665	385	356	115	83	5391	45,1	0
53	378	743	890	1208	1557	1213	1589	1355	1589	1557	1355	1213	1208	890	743	378	8933	37,6	0
52	297	680	890	1521	944	841	501	155	1521	944	890	841	680	501	297	155	5829	1,7	0
52	1	14	21	8	16	5	1430	0	1430	21	16	14	8	5	1	0	1495	87,5	1
52	1324	1630	1837	2446	2266	2359	2171	1876	2446	2359	2266	2171	1876	1837	1630	1324	15909	7,8	0
53	984	1277	1891	2120	2046	1751	1765	1388	2120	2046	1891	1765	1751	1388	1277	984	13222	9,9	0
53	1432	850	19	0	109	184	43	31	1432	850	184	109	43	31	19	0	2668	12,6	0
53	1559	1827	2088	2004	1753	873	545	202	2088	2004	1827	1753	1559	873	545	202	10851	40,9	0
53	34	54	54	88	126	152	3638	1296	3638	1296	152	126	88	54	54	34	5442	6,1	0
53	0	0	0	0	2795	3409	0	0	3409	2795	0	0	0	0	0	0	6204	3,5	1
53	30	186	493	982	1503	511	138	18	1503	982	511	493	186	138	30	18	3861	17	0
53	6	0	0	25	2692	0	0	1	2692	25	6	1	0	0	0	0	2724	45,7	1
55	1420	851	485	230	150	87	60	35	1420	851	485	230	150	87	60	35	3318	2,7	0
56	372	570	571	896	1083	1606	758	529	1606	1083	896	758	571	570	529	372	6385	1,3	0
56	460	638	616	807	622	388	364	318	807	638	622	616	460	388	364	318	4213	27,5	0
58	504	561	1105	1147	1317	1079	1014	693	1317	1147	1105	1079	1014	693	561	504	7420	57,5	0
54	10	44	189	585	1034	1207	769	96	1207	1034	769	585	189	96	44	10	3934	13,1	0
54	0	0	0	23	2949	0	0	0	2949	23	0	0	0	0	0	0	2972	2,5	1
54	0	0	0	2801	236	0	0	0	2801	236	0	0	0	0	0	0	3037	14,5	1
56	9	11	134	748	1558	1500	249	0	1558	1500	748	249	134	11	9	0	4209	8,4	0
57	0	6	5	0	15	871	2292	663	2292	871	663	15	6	5	0	0	3852	880,5	1
63	0	1459	151	249	627	52	15	39	1459	627	249	151	52	39	15	0	2592	260,4	0
60	0	3	582	1080	1420	1133	110	7	1420	1133	1080	582	110	7	3	0	4335	635,7	0
56	0	0	16	2207	2668	19	0	0	2668	2207	19	16	0	0	0	0	4910	13,1	1
56	0	1682	222	0	2	2	1	2	1682	222	2	2	2	1	0	0	1911	2,5	1
56	0	1	0	28	2547	326	0	0	2547	326	28	1	0	0	0	0	2902	14,4	1
56	0	2	1	430	2567	887	0	0	2567	887	430	2	1	0	0	0	3887	15,9	1
55	0	0	0	667	3597	0	0	0	3597	667	0	0	0	0	0	0	4264	34,7	0
56	0	0	2755	210	1	2	1	3	2755	210	3	2	1	1	0	0	2972	8,4	1
56	3	0	0	0	0	2299	0	0	2299	3	0	0	0	0	0	0	2302	49,7	1
54	0	0	0	0	0	933	2479	0	2479	933	0	0	0	0	0	0	3412	401,7	0
57	31	117	179	303	555	927	1257	1159	1257	1159	927	555	303	179	117	31	4528	26,6	0
57	11	19	149	930	2088	1668	484	43	2088	1668	930	484	149	43	19	11	5392	42,9	0
56	0	0	0	0	2342	0	0	0	2342	0	0	0	0	0	0	0	2342	5,9	1
56	0	0	0	391	2187	0	0	0	2187	391	0	0	0	0	0	0	2578	79,7	1
54	0	0	0	0	1738	140	0	0	1738	140	0	0	0	0	0	0	1878	19,7	1
54	1	0	2	0	11	2046	0	0	2046	11	2	1	0	0	0	0	2060	7,9	1
53	0	0	0	0	0	1262	0	0	1262	0	0	0	0	0	0	0	1262	102,1	1
54	1503	1779	1685	1485	1405	1292	1126	964	1779	1685	1503	1485	1405	1292	1126	964	11239	3,2	0
54	415	601	581	769	1735	1387	631	454	1735	1387	769	631	601	581	454	415	6573	13,1	0
54	0	0	0	0	1286	0	2	3	1286	3	2	0	0	0	0	0	1291	21,3	1
54	373	464	462	2702	1328	343	325	201	2702	1328	464	462	373	343	325	201	6198	2,4	0
54	1017	1212	1192	1130	1113	1026	884	770	1212	1192	1130	1113	1026	1017	884	770	8344	9,3	0
55	0	0	0	4432	1588	0	0	0	4432	1588	0	0	0	0	0	0	6020	25,6	1
56	1629	1903	1827	1678	1622	1496	1324	1167	1903	1827	1678	1629	1622	1496	1324	1167	12646	70,6	0
56	0	0	0	0	2032	1866	0	0	2032	1866	0	0	0	0	0	0	3898	78,9	0
55	0	0	0	0	102	1108	3597	0	3597	1108	102	0	0	0	0	0	4807	798,3	1
57	895	1040	1965	2085	2252	2017	1917	1292	2252	2085	2017	1965	1917	1292	1040	895	13463	7,2	0
57	1117	1161	2064	1956	1967	1638	1851	1135	2064	1967	1956	1851	1638	1161	1135	1117	12889	3,9	0
57	574	631	1093	1152	1301	989	1034	712	1301	1152	1093	1034	989	712	631	574	7486	3,4	0
57	1955	1972	3408	3020	2944	2175	2101	1375	3408	3020	2944	2175	2101	1972	1955	1375	18950	2,2	0
57	19	21	35	35	37	40	577	1160	1160	577	40	37	35	35	21	19	1924	1,1	0
57	537	569	953	909	985	848	1414	1636	1636	1414	985	953	909	848	569	537	7851	2	0
57	59	66	121	180	147	571	1825	1309	1825	1309	571	180	147	121	66	59	4278	1,3	0
57	5	6	3	1	0	3	1086	584	1086	584	6	5	3	3	1	0	1688	1,2	0
57	482	447	919	1071	1161	1553	1456	1192	1553	1456	1192	1161	1071	919	482	447	8281	1,2	0
57	20	49	92	136	1553	0	0	0	1553	136	92	49	20	0	0	0	1850	1,2	0
57	22	31	51	134	564	1725	3	21	1725	564	134	51	31	22	21	3	2551	1,2	0
57	115	113	342	875	850	750	163	99	875	850	750	342	163	115	113	99	3307	1,1	0
57	34	36	54	73	347	1396	45	19	1396	347	73	54	45	36	34	19	2004	1,2	0
57	56	77	144	1541	945	2	0	29	1541	945	144	77	56	29	2	0	2794	1,1	0
57	44	57	108	645	750	92	29	0	750	645	108	92	57	44	29	0	1725	7,2	0
57	107	116	263	501	838	1368	104	96	1368	838	501	263	116	107	104	96	3393	1,3	0
57	64	60	140	149	648	1101	10	62	1101	648	149	140	64	62	60	10	2234	1,2	0
57	139	179	431	838	1248	210	159	93	1248	838	431	210	179	159	139	93	3297	1,6	0
57	237	283	729	1691	1618	227	300	186	1691	1618	729	300	283	237	227	186	5271	809,8	0
57	2	1	262	2355	8	3	3	3	2355	262	8	3	3	3	2	1	2637	53,4	1
57	2	2	1554	2063	17	2	4	4	2063	1554	17	4	4	2	2	2	3648	6,2	1
57	4	4	6	3	2815	11	6	5	2815	11	6	6	5	4	4	3	2854	9,3	1
55	0	49	360	2075	709	2	1	2	2075	709	360	49	2	2	1	0	3198	130,9	0
57	3	4	2	10	0	2007	1	6	2007	10	6	4	3	2	1	0	2033	2,2	1
57	0	0	1	4594	2379	0	1	0	4594	2379	1	1	0	0	0	0	6975	21,1	1
57	2	0	0	167	2821	149	0	0	2821	167	149	2	0	0	0	0	3139	12,5	1
57	6	22	255	3751	23	9	8	7	3751	255	23	22	9	8	7	6	4081	1,6	1
57	1	0	1	0	7	613	2206	357	2206	613	357	7	1	1	0	0	3185	9,9	1
57	0	0	69	544	2817	2048	0	0	2817	2048	544	69	0	0	0	0	5478	14,1	1
57	373	1932	0	2	1	3	2	2	1932	373	3	2	2	2	1	0	2315	6,3	1
57	4	2	0	0	3416	0	5	3	3416	5	4	3	2	0	0	0	3430	11,4	1
56	0	0	0	0	349	2834	0	0	2834	349	0	0	0	0	0	0	3183	2	1
56	6	9	8	8	6	5	1374	2300	2300	1374	9	8	8	6	6	5	3716	1,6	1
56	19	392	2408	3642	2776	613	30	16	3642	2776	2408	613	392	30	19	16	9896	6,3	0
56	0	0	0	155	2461	1326	0	0	2461	1326	155	0	0	0	0	0	3942	9,9	1
57	0	0	4557	1	0	3	8	4	4557	8	4	3	1	0	0	0	4573	6,4	1
57	2582	727	0	0	0	2	2	1	2582	727	2	2	1	0	0	0	3314	1	1
57	0	0	0	0	0	881	3237	0	3237	881	0	0	0	0	0	0	4118	17,7	1
58	6	25	95	190	588	1036	1840	1351	1840	1351	1036	588	190	95	25	6	5131	71,4	0
54	0	0	870	1496	0	0	0	0	1496	870	0	0	0	0	0	0	2366	2,6	0
54	0	0	825	3248	1805	61	10	0	3248	1805	825	61	10	0	0	0	5949	10,7	0
54	0	4	97	1056	2113	581	68	40	2113	1056	581	97	68	40	4	0	3959	82,7	0
58	0	0	0	16	2478	0	0	0	2478	16	0	0	0	0	0	0	2494	72,4	1
55	0	0	42	1644	0	0	0	0	1644	42	0	0	0	0	0	0	1686	208,7	0
56	0	0	1418	553	0	0	0	0	1418	553	0	0	0	0	0	0	1971	18,1	1
56	6	10	16	53	336	1165	1115	750	1165	1115	750	336	53	16	10	6	3451	28,4	0
56	1671	2062	2285	2288	2358	2079	2095	1813	2358	2288	2285	2095	2079	2062	1813	1671	16651	15,1	0
55	391	483	540	541	591	601	608	454	608	601	591	541	540	483	454	391	4209	25,2	0
56	499	1016	1256	1649	1839	1873	2140	1440	2140	1873	1839	1649	1440	1256	1016	499	11712	48,8	0
55	334	725	933	1501	1227	1152	823	343	1501	1227	1152	933	823	725	343	334	7038	37,5	0
57	0	0	623	1268	0	0	0	0	1268	623	0	0	0	0	0	0	1891	9,2	0
55	16	23	54	674	1904	2478	241	25	2478	1904	674	241	54	25	23	16	5415	4,7	1
57	0	0	75	93	2067	2188	386	29	2188	2067	386	93	75	29	0	0	4838	19,1	0
55	606	1368	1725	2163	2475	1653	1198	504	2475	2163	1725	1653	1368	1198	606	504	11692	14,8	0
55	112	151	1569	4270	113	72	73	48	4270	1569	151	113	112	73	72	48	6408	7,7	0
56	145	324	424	655	1827	582	391	155	1827	655	582	424	391	324	155	145	4503	6,4	0
57	7	1025	2009	89	0	0	0	0	2009	1025	89	7	0	0	0	0	3130	14,9	0
54	39	227	673	1438	1569	1116	292	33	1569	1438	1116	673	292	227	39	33	5387	6,3	0
54	43	69	38	37	125	1009	2117	897	2117	1009	897	125	69	43	38	37	4335	3,5	0
55	660	740	665	2351	1576	688	778	562	2351	1576	778	740	688	665	660	562	8020	24,3	0
57	163	182	280	293	355	277	2171	652	2171	652	355	293	280	277	182	163	4373	40,9	0
55	0	0	0	0	3166	36	0	0	3166	36	0	0	0	0	0	0	3202	1,6	1
55	0	0	1093	4422	0	0	0	0	4422	1093	0	0	0	0	0	0	5515	22,2	1
57	0	0	0	1	1704	0	0	0	1704	1	0	0	0	0	0	0	1705	65,6	0
56	43	161	341	710	1454	933	2246	1486	2246	1486	1454	933	710	341	161	43	7374	14,4	0
56	21	100	268	686	1419	1722	1560	799	1722	1560	1419	799	686	268	100	21	6575	15,1	0
56	14	21	5	0	0	16	1305	1282	1305	1282	21	16	14	5	0	0	2643	15,1	1
56	6	0	0	0	21	3644	0	0	3644	21	6	0	0	0	0	0	3671	3,9	1
57	0	1895	0	0	0	9	7	6	1895	9	7	6	0	0	0	0	1917	784,9	1
59	495	554	949	1021	1155	1142	1205	796	1205	1155	1142	1021	949	796	554	495	7317	8,8	0
60	642	698	1109	1148	1266	1181	1531	985	1531	1266	1181	1148	1109	985	698	642	8560	8,3	0
