Ora,Paratartalom,Homerseklet,D1,D2,D3,D4,D5,D6,D7,D8,L1,L2,L3,L4,L5,L6,L7,L8,Meretszam,Idokulonbseg,Megerositett
12,58,3806,0,0,3382,1472,0,0,0,0,3382,1472,0,0,0,0,0,0,4854,9670,1
15,77,2198,0,0,3,277,2045,9,0,0,2045,277,9,3,0,0,0,0,2334,220,1
5,54,1590,1,2786,192,0,5,4,5,5,2786,192,5,5,5,4,1,0,2998,860,0
19,57,1833,4,4,6,3,2815,11,6,5,2815,11,6,6,5,4,4,3,2854,930,1
9,56,2251,1,1,0,0,0,1686,1905,0,1905,1686,1,1,0,0,0,0,3593,14830,1
1,62,1756,2,2,2,1,0,0,2772,2671,2772,2671,2,2,2,1,0,0,5450,720,0
18,53,3766,0,0,0,0,1805,0,0,1,1805,1,0,0,0,0,0,0,1806,7800,1
5,55,1387,7,8,5,10,894,1068,4,4,1068,894,10,8,7,5,4,4,2000,7840,1
10,60,2949,0,0,4,219,2180,2665,127,0,2665,2180,219,127,4,0,0,0,5195,1710,1
19,45,2782,7,48,806,22,14,5,1,7,806,48,22,14,7,7,5,1,910,8530,0
5,55,1529,1,2738,641,4,2,6,4,4,2738,641,6,4,4,4,2,1,3400,750,0
13,79,2824,45,2039,2011,20,0,0,0,0,2039,2011,45,20,0,0,0,0,4115,530,1
8,63,2033,0,245,2862,3,0,0,0,1,2862,245,3,1,0,0,0,0,3111,500,1
10,60,3071,1086,1229,2037,2097,2037,1932,2269,1916,2269,2097,2037,2037,1932,1916,1229,1086,14603,290,0
11,71,1934,0,0,0,0,1025,3105,71,0,3105,1025,71,0,0,0,0,0,4201,2440,1
2,70,1788,5,7,7,8,1,51,2586,2,2586,51,8,7,7,5,2,1,2667,230,0
19,47,2079,2,2,1,1,0,267,1465,1933,1933,1465,267,2,2,1,1,0,3671,2790,1
17,59,2766,14,2340,123,0,0,0,1,1,2340,123,14,1,1,0,0,0,2479,3750,1
2,54,1632,0,2586,758,3,5,5,4,4,2586,758,5,5,4,4,3,0,3365,190,0
15,70,3315,21,123,334,592,1590,342,104,15,1590,592,342,334,123,104,21,15,3121,480,0
22,61,1771,2,1275,3025,4,2,5,4,3,3025,1275,5,4,4,3,2,2,4320,100,0
12,52,3890,84,258,952,1306,720,413,42,18,1306,952,720,413,258,84,42,18,3793,150,0
5,67,1846,1,1267,1395,7,2,2,3,2,1395,1267,7,3,2,2,2,1,2679,180,0
19,54,2498,1,0,0,284,2792,170,0,1,2792,284,170,1,1,0,0,0,3248,1340,1
14,79,2885,0,0,5,2355,2006,0,0,0,2355,2006,5,0,0,0,0,0,4366,3620,1
23,56,1957,3,5,2631,674,2,4,4,5,2631,674,5,5,4,4,3,2,3328,3060,1
12,63,3582,84,564,1128,1893,784,91,21,9,1893,1128,784,564,91,84,21,9,4574,1760,0
4,54,1457,1,1,0,0,27,2039,0,2,2039,27,2,1,1,0,0,0,2070,160,1
18,57,2559,0,0,1837,1791,0,2,4,6,1837,1791,6,4,2,0,0,0,3640,160,1
6,74,1611,0,2652,930,0,4,3,3,4,2652,930,4,4,3,3,0,0,3596,370,0
17,50,2461,1,2,2,2,0,2051,212,18,2051,212,18,2,2,2,1,0,2288,120,0
15,51,3245,1,6,2,2,22,1444,10,10,1444,22,10,10,6,2,2,1,1497,560,0
11,70,2537,21,49,174,275,559,2916,706,338,2916,706,559,338,275,174,49,21,5038,2560,0
0,52,2261,5,6,8,4,1044,3807,2,2,3807,1044,8,6,5,4,2,2,4878,940,1
11,68,2274,0,9,5,6,20,1548,2745,44,2745,1548,44,20,9,6,5,0,4377,140,1
16,72,2789,10,7,5,0,0,20,1978,0,1978,20,10,7,5,0,0,0,2020,130,1
16,61,3141,0,0,0,2849,1477,0,0,1,2849,1477,1,0,0,0,0,0,4327,520,1
5,59,1417,0,2725,988,6,3,3,5,4,2725,988,6,5,4,3,3,0,3734,150,0
4,73,1883,1086,1756,25,2,4,5,3,3,1756,1086,25,5,4,3,3,2,2884,110,0
8,64,2778,0,0,0,0,2499,0,0,2,2499,2,0,0,0,0,0,0,2501,280,1
8,53,2244,0,0,0,1,132,1312,1174,60,1312,1174,132,60,1,0,0,0,2679,1730,1
17,49,2886,1,2,1,0,0,2246,905,28,2246,905,28,2,1,1,0,0,3183,120,0
0,59,1979,2,4,2,1,13,722,1960,4,1960,722,13,4,4,2,2,1,2708,1900,1
0,76,1869,2060,41,3,2,3,4,5,5,2060,41,5,5,4,3,3,2,2123,110,0
13,63,3227,0,0,1928,2480,0,0,0,0,2480,1928,0,0,0,0,0,0,4408,170,1
11,52,3069,3,1,4,5,3,0,1896,0,1896,5,4,3,3,1,0,0,1912,5060,1
15,59,3412,10,48,179,527,961,1420,961,237,1420,961,961,527,237,179,48,10,4343,110,0
9,55,2201,1841,1425,6,2,0,4,12,11,1841,1425,12,11,6,4,2,0,3301,370,1
5,56,1375,0,3373,1296,0,0,1,2,2,3373,1296,2,2,1,0,0,0,4674,5540,0
6,65,1798,31,2172,767,0,2,2,2,2,2172,767,31,2,2,2,2,0,2978,930,0
13,73,2302,1,25,1288,1182,110,1,0,0,1288,1182,110,25,1,1,0,0,2607,400,1
7,71,1789,4,3,3,4,0,70,2542,0,2542,70,4,4,3,3,0,0,2626,3740,0
3,70,1771,8,2535,1732,26,4,1,2,2,2535,1732,26,8,4,2,2,1,4310,150,0
10,60,2486,0,0,0,0,654,1854,0,0,1854,654,0,0,0,0,0,0,2508,2480,1
21,65,1858,0,766,3837,286,2,1,3,3,3837,766,286,3,3,2,1,0,4898,5950,1
15,62,3425,288,903,1379,2227,1000,391,168,30,2227,1379,1000,903,391,288,168,30,6386,170,0
7,49,2164,2,1,1,2,0,0,1,1465,1465,2,2,1,1,1,0,0,1472,380,0
5,52,2066,7,7,7,5,178,3662,68,0,3662,178,68,7,7,7,5,0,3934,35860,1
4,70,1762,4,4,3,5,0,54,2483,0,2483,54,5,4,4,3,0,0,2553,380,0
23,55,1982,3,4,5,8,1742,2906,103,4,2906,1742,103,8,5,4,4,3,4775,410,0
11,66,2919,0,0,0,20,4102,3103,0,0,4102,3103,20,0,0,0,0,0,7225,430,1
5,77,1744,1754,30,1,3,3,3,2,3,1754,30,3,3,3,3,2,1,1799,170,0
17,55,2471,0,0,1,0,156,2226,1728,0,2226,1728,156,1,0,0,0,0,4111,5260,1
8,63,2483,791,2463,690,73,0,0,0,0,2463,791,690,73,0,0,0,0,4017,76160,1
9,54,2174,86,92,91,99,85,114,725,2065,2065,725,114,99,92,91,86,85,3357,560,0
22,63,2057,4,4,2,44,456,1953,1633,0,1953,1633,456,44,4,4,2,0,4096,3010,1
0,66,1981,1,0,1,1,935,2746,1406,157,2746,1406,935,157,1,1,1,0,5247,3450,0
7,59,1384,4,4,5,6,4,0,828,2957,2957,828,6,5,4,4,4,0,3808,340,0
8,58,2864,0,0,29,1909,1637,66,67,35,1909,1637,67,66,35,29,0,0,3743,140,1
19,57,2588,0,0,0,297,1995,1,0,0,1995,297,1,0,0,0,0,0,2293,1450,1
16,56,4303,0,0,0,601,0,0,0,0,601,0,0,0,0,0,0,0,601,3660,0
9,74,2658,537,633,1335,1335,1448,1171,1187,726,1448,1335,1335,1187,1171,726,633,537,8372,1160,0
2,54,1938,0,30,2420,1,2,1,2,2,2420,30,2,2,2,1,1,0,2458,2870,0
18,54,2994,0,0,0,2102,859,0,0,0,2102,859,0,0,0,0,0,0,2961,2740,1
14,66,2705,1752,2047,2047,2047,1861,2047,1526,1299,2047,2047,2047,2047,1861,1752,1526,1299,14626,12070,0
9,66,2274,1625,28,56,24,17,7,9,4,1625,56,28,24,17,9,7,4,1770,89430,1
11,68,2541,465,2317,3040,1584,157,43,27,2,3040,2317,1584,465,157,43,27,2,7635,350,0
10,70,2271,0,0,25,3271,3529,307,20,31,3529,3271,307,31,25,20,0,0,7183,1640,1
0,64,1912,0,3009,2623,0,6,7,6,6,3009,2623,7,6,6,6,0,0,5657,390,0
12,78,1872,1961,16,0,0,2,2,2,1,1961,16,2,2,2,1,0,0,1984,150,0
19,64,1884,5,3,4,6,93,2444,100,1,2444,100,93,6,5,4,3,1,2656,420,1
19,54,3015,0,1,7,700,1591,270,1,0,1591,700,270,7,1,1,0,0,2570,7160,1
1,59,1970,1,0,0,1002,2521,0,1,1,2521,1002,1,1,1,0,0,0,3526,1970,1
10,59,2770,0,0,48,2831,77,0,0,0,2831,77,48,0,0,0,0,0,2956,16930,1
12,68,2319,0,0,3529,142,0,0,4,8,3529,142,8,4,0,0,0,0,3683,210,1
18,55,3441,0,0,0,0,2431,0,0,0,2431,0,0,0,0,0,0,0,2431,790,1
4,73,1877,3,2,2,0,0,31,1815,738,1815,738,31,3,2,2,0,0,2591,130,0
8,58,1841,0,0,1532,1846,0,0,0,0,1846,1532,0,0,0,0,0,0,3378,6420,1
8,55,3070,361,2521,2,2,3,4,3,4,2521,361,4,4,3,3,2,2,2900,4950,0
9,56,2994,9,51,151,411,794,2128,809,158,2128,809,794,411,158,151,51,9,4511,2630,0
8,49,2608,0,0,0,0,1715,3477,0,0,3477,1715,0,0,0,0,0,0,5192,140,1
9,77,1806,27,2337,35,2,2,3,3,3,2337,35,27,3,3,3,2,2,2412,110,0
6,65,1798,0,3259,1746,0,1,5,5,3,3259,1746,5,5,3,1,0,0,5019,110,0
4,54,1605,1,2656,771,5,3,2,4,3,2656,771,5,4,3,3,2,1,3445,1780,0
22,66,2181,1,0,0,361,2951,1458,2,1,2951,1458,361,2,1,1,0,0,4774,3730,0
3,57,1950,3,3,1,401,4697,452,4,4,4697,452,401,4,4,3,3,1,5565,12490,1
17,68,2984,0,0,0,0,2955,605,0,1,2955,605,1,0,0,0,0,0,3561,390,1
17,71,2905,0,0,2613,3420,24,0,0,0,3420,2613,24,0,0,0,0,0,6057,170,1
12,65,3489,0,0,0,2220,1933,0,9,5,2220,1933,9,5,0,0,0,0,4167,550,1
13,67,3562,0,0,1151,3297,78,0,1,0,3297,1151,78,1,0,0,0,0,4527,410,1
7,66,2238,0,0,15,1267,2068,0,0,1,2068,1267,15,1,0,0,0,0,3351,250,1
9,60,3277,0,2139,185,0,3,21,18,15,2139,185,21,18,15,3,0,0,2381,230,1
11,70,2912,30,37,11,12,58,342,1109,2004,2004,1109,342,58,37,30,12,11,3603,220,0
9,55,2184,0,0,2644,308,0,0,4,4,2644,308,4,4,0,0,0,0,2960,290,1
8,61,2291,26,30,41,47,51,42,1215,46,1215,51,47,46,42,41,30,26,1498,130,0
8,69,2236,0,0,0,0,2015,474,0,0,2015,474,0,0,0,0,0,0,2489,3360,1
13,68,1801,197,2170,325,4,4,5,2,3,2170,325,197,5,4,4,3,2,2710,460,0
5,69,1414,3,134,2114,16,2,2,4,3,2114,134,16,4,3,3,2,2,2278,110,0
16,65,3051,3,0,0,0,0,2400,0,0,2400,3,0,0,0,0,0,0,2403,3990,1
6,55,1350,1268,40,7,4,3,3,1,3,1268,40,7,4,3,3,3,1,1329,1610,0
22,63,1840,1,1806,1254,0,2,2,2,2,1806,1254,2,2,2,2,1,0,3069,110,0
2,76,1773,248,2173,58,8,6,2,3,3,2173,248,58,8,6,3,3,2,2501,100,0
18,44,3121,8,10,6,9,4,527,1909,1,1909,527,10,9,8,6,4,1,2474,620,0
10,71,2130,0,0,1848,476,0,0,0,5,1848,476,5,0,0,0,0,0,2329,1490,1
21,54,2001,4,4,3,2,2711,3106,0,0,3106,2711,4,4,3,2,0,0,5830,2650,1
